id,cltv
89778,171428.2219155301
89779,44471.03502724318
89780,53943.00602440705
89781,107193.25165922754
89782,97330.42200894687
89783,138637.56344163188
89784,88299.31583275447
89785,105864.33252141612
89786,121125.45698258233
89787,109025.01838948346
89788,155529.77997919617
89789,52173.71072783707
89790,117779.36169887995
89791,49882.62437360019
89792,114220.49281469939
89793,149966.7907928614
89794,152608.851702167
89795,103294.10711240295
89796,51978.564136618385
89797,118122.87641140785
89798,47337.87484311353
89799,47590.56170881955
89800,114856.78654929534
89801,98827.8053769337
89802,142978.52512562997
89803,124381.23553322152
89804,114787.77750760483
89805,110282.48481798018
89806,120527.10801652016
89807,106882.85762793836
89808,48079.63977847529
89809,124406.07367808017
89810,107546.5088386759
89811,93880.16963304584
89812,51871.50861924395
89813,46640.38245162794
89814,50687.2294382982
89815,67678.201283944
89816,145843.34884255417
89817,121042.33639103126
89818,49377.98653259944
89819,112888.99146023177
89820,50978.8307254506
89821,48455.920781237655
89822,47123.68950313733
89823,45494.166572804665
89824,123705.50868893115
89825,49208.01266732207
89826,119423.34091155554
89827,112396.30051145064
89828,132261.1489223758
89829,106061.25326367849
89830,52783.47522811403
89831,131186.80582397894
89832,103080.86072405848
89833,58715.77252817732
89834,110166.29116570926
89835,49105.4880982354
89836,113145.43407460586
89837,96022.96020245441
89838,44874.51019551677
89839,115094.72596599736
89840,133708.8779182504
89841,49745.609708077944
89842,61441.66536069445
89843,126428.49392675057
89844,46200.24663091429
89845,46143.43590057599
89846,114908.08400321184
89847,91132.94688744027
89848,46772.99725920554
89849,53703.136640718076
89850,52717.02494749763
89851,126507.09161974266
89852,121418.26680303455
89853,141375.09312316272
89854,126620.83040572294
89855,114160.25343600626
89856,146954.59311074953
89857,48699.24217844742
89858,102030.15443079808
89859,89725.89599406793
89860,48188.70541839277
89861,151685.8412167941
89862,118831.62004889124
89863,110998.61521646689
89864,84874.6637037328
89865,46096.42486441258
89866,142189.62938795914
89867,147519.75429847295
89868,49674.00123968419
89869,98386.93213422333
89870,173765.56905207539
89871,64623.59571451629
89872,108659.1702885541
89873,161399.01311343734
89874,96684.93725849017
89875,106357.21538938172
89876,125668.88069267443
89877,69767.70280661667
89878,49720.23950518362
89879,45578.09582661588
89880,42985.31070420005
89881,127820.78682250282
89882,143903.042252083
89883,105547.50089028208
89884,112793.10745986915
89885,117912.37377946702
89886,96429.27541012768
89887,119687.1462432416
89888,131805.72255438057
89889,156816.3797477758
89890,91255.03394624768
89891,124265.98654155213
89892,48428.44499116218
89893,106917.76100071197
89894,45159.3750335877
89895,54188.325517044774
89896,113127.93863242705
89897,111591.71878143761
89898,52941.63315206737
89899,132799.72939903958
89900,85225.17167290344
89901,102758.63798577929
89902,129997.0002280922
89903,127449.81470527597
89904,89316.90744822912
89905,56966.73305568336
89906,145442.86639649453
89907,94429.86887737214
89908,47246.53514000875
89909,125147.76595411389
89910,121887.49388641174
89911,101516.7350112354
89912,101412.80660352664
89913,63053.81766231287
89914,105076.25234738973
89915,129156.45240856656
89916,115858.12936265397
89917,146197.8078328733
89918,120105.02901246925
89919,126748.33317161482
89920,50329.61821648925
89921,130960.43833838467
89922,109677.20205964503
89923,146984.58608225844
89924,116801.416970961
89925,43565.8158251101
89926,60784.419874546984
89927,94840.87707376323
89928,143878.20410722433
89929,139042.81450765292
89930,114877.60603297927
89931,155525.3581598731
89932,125316.05016936161
89933,49578.845046968054
89934,117773.61098129612
89935,130743.41296002362
89936,48551.30840427626
89937,110259.32349538556
89938,113010.48034473829
89939,130076.04627091717
89940,48288.650621550674
89941,138818.82374397182
89942,98580.11678943894
89943,156409.90258688125
89944,120682.41091395903
89945,109390.11472112699
89946,89308.40892683229
89947,127700.61002151445
89948,97026.11838011334
89949,118650.6972188814
89950,100287.87759892465
89951,63819.010433242096
89952,117184.46514079632
89953,123824.20056257927
89954,96400.69481827067
89955,94542.05301845912
89956,115736.55410552544
89957,48785.60864631292
89958,100945.91572364343
89959,94724.59117254558
89960,156718.46476357366
89961,49544.37844021231
89962,108314.21554424505
89963,52552.20561067963
89964,97732.32590671854
89965,112396.30051145064
89966,105699.09444656834
89967,102099.29224192769
89968,121672.28228804083
89969,121713.67161905246
89970,158545.3393168376
89971,49083.625305918315
89972,105929.74786771648
89973,52046.41484206298
89974,119750.95452001339
89975,147271.0088070471
89976,47489.40479485828
89977,96950.80334932834
89978,133115.53372441375
89979,101540.34981846895
89980,129762.58747365126
89981,49669.610416609925
89982,133363.12266724027
89983,61851.589689969085
89984,161789.61582642316
89985,117982.72781684791
89986,153622.4755892853
89987,55665.76665266364
89988,53663.37430520402
89989,48967.08522611926
89990,123872.6377575988
89991,92951.33854607446
89992,121597.01064213658
89993,127302.42784217995
89994,49616.439538018116
89995,50646.4038460908
89996,46909.09919188088
89997,121080.85926380241
89998,46328.4348440625
89999,148522.0694863114
90000,49839.25484536396
90001,48109.18964222588
90002,137058.00991512777
90003,118259.64935608837
90004,139772.3085278022
90005,146345.05865542134
90006,47322.38969164939
90007,122007.80333002805
90008,131428.67943203356
90009,52384.61498667385
90010,50517.25099971601
90011,53498.80036426053
90012,114835.73309806321
90013,158102.85548493493
90014,146685.232361614
90015,49483.99869473827
90016,104908.70424713191
90017,136159.29915595998
90018,94244.22606778906
90019,47390.01902386269
90020,47717.10722006068
90021,110100.3934116996
90022,48688.98403189853
90023,143786.84410235623
90024,93995.44587554714
90025,134523.50064265597
90026,119163.10729035278
90027,122384.25267401375
90028,49364.43249653128
90029,54409.50873616215
90030,50605.01993789661
90031,172441.95904533353
90032,46330.44260567277
90033,105586.861812396
90034,89781.98013724861
90035,105238.81220861894
90036,124032.28814792132
90037,47973.960704402394
90038,101998.26380176889
90039,50955.82839461187
90040,159032.57455069572
90041,50334.176343461615
90042,109569.99463315409
90043,116896.17673373374
90044,109450.66901208698
90045,164065.41672840624
90046,55311.25993528576
90047,124707.03068612999
90048,130583.32248577275
90049,49914.630673093765
90050,145125.77755014173
90051,48984.17448270527
90052,53529.047375930735
90053,55363.81116676775
90054,114823.46689429237
90055,52831.063962657034
90056,105102.10666031553
90057,55142.95612365762
90058,107339.16180403922
90059,138730.90059059227
90060,69715.49330785239
90061,137460.86137099715
90062,51256.677930140024
90063,53227.80935380759
90064,91740.83201196342
90065,52430.34919531969
90066,146537.66754629626
90067,134476.1950232267
90068,116717.95778740189
90069,109760.71398177241
90070,112897.06242203256
90071,59331.12819582134
90072,144891.88503773237
90073,133668.4582941736
90074,46311.44347937237
90075,45782.651330523586
90076,52246.58903435852
90077,145161.58058678557
90078,111648.93352540521
90079,50998.78682689525
90080,53049.69909580505
90081,124276.19506075508
90082,45667.664873365036
90083,119930.09060786643
90084,116372.73000327806
90085,97714.88246319145
90086,120311.70221824016
90087,133818.29746922603
90088,156908.69915510557
90089,50849.95002279061
90090,50805.66060801124
90091,46047.32151529097
90092,148389.66611583484
90093,47845.92510329314
90094,58598.281458541576
90095,61210.84773254134
90096,91292.26945358422
90097,144177.48910365778
90098,97177.14239197594
90099,50441.40778328287
90100,52914.94943605751
90101,117272.35901464958
90102,55491.13911085668
90103,118472.72694305079
90104,123679.52869590624
90105,148745.1947687986
90106,114320.98024539578
90107,52513.8363536682
90108,50475.20371859466
90109,44304.33610494963
90110,103391.8290742266
90111,112336.04919605031
90112,98054.48765954714
90113,94369.22014708008
90114,57194.666507023445
90115,92267.08247740514
90116,157466.87405382041
90117,106110.07127100542
90118,134816.48513476044
90119,96711.94632713441
90120,123542.96889337219
90121,47221.25876563816
90122,119243.66967374779
90123,46486.88393986675
90124,107180.24055436163
90125,143907.8984476859
90126,123969.64578330984
90127,119710.69926162926
90128,49452.95057583134
90129,112836.2399631325
90130,108414.61431723507
90131,111474.5554410138
90132,153898.92652240486
90133,129124.58021634577
90134,58454.01166189504
90135,48285.105067634024
90136,97694.44157853033
90137,47524.17740394286
90138,95346.29568788294
90139,112264.68203459869
90140,123048.59961710438
90141,66469.33019579187
90142,168974.83033878557
90143,132849.69112588617
90144,59255.05465130795
90145,52259.00371877176
90146,130408.24698319021
90147,114102.15501956776
90148,50403.26756399527
90149,47741.90410286202
90150,46465.77758732075
90151,88888.52503438751
90152,50162.53169427757
90153,107817.31586234177
90154,50043.53549826015
90155,109997.26217886618
90156,128771.18532677248
90157,96932.21169149182
90158,108585.39940212185
90159,55385.80575181835
90160,122093.69871145961
90161,144749.40351304866
90162,152645.21526075888
90163,141440.6538602474
90164,48363.81813487576
90165,54625.828443563034
90166,152078.91064539488
90167,56123.10490175818
90168,46616.56025091965
90169,51393.87804657065
90170,58674.33531405283
90171,108860.20910363877
90172,52833.99889344866
90173,122615.99237661558
90174,109165.51528148452
90175,155076.6788510315
90176,128151.14288393906
90177,49619.660475230135
90178,132298.48947379642
90179,93634.07459347106
90180,128691.12667937992
90181,51719.07682345611
90182,52427.999576196504
90183,155666.91596909426
90184,121538.51724967515
90185,101951.78708054841
90186,127988.3566251958
90187,114330.16357413778
90188,146716.22562333703
90189,112415.85001675822
90190,51843.82654011229
90191,113050.99277735045
90192,55701.639136150996
90193,124098.79022045045
90194,92567.22498770774
90195,125795.79883758549
90196,46674.888102527846
90197,46419.6310807399
90198,91273.22796414566
90199,108961.83407692816
90200,55573.673866600744
90201,48918.48279372157
90202,127257.96843488299
90203,155739.60308157367
90204,126042.09228653047
90205,112538.98086512995
90206,106981.58398238933
90207,127544.78275878492
90208,106428.50539193695
90209,56877.54210137139
90210,132721.16857429003
90211,51221.67311824357
90212,142306.6891809298
90213,105849.2774834923
90214,117975.88536060035
90215,45126.08169439302
90216,127318.487959558
90217,123465.56983010746
90218,108289.37739938639
90219,120791.59012375647
90220,147917.46430985123
90221,106665.4560145547
90222,143924.23357051038
90223,127429.47955495684
90224,53755.463062865645
90225,45979.86386435701
90226,109626.99080683672
90227,51806.97274899334
90228,48918.48279372157
90229,135142.79324535734
90230,52434.23154905839
90231,58013.053407922955
90232,131191.83738071081
90233,53667.03937245721
90234,106986.62953320499
90235,120457.81673893625
90236,44464.133723567444
90237,133194.5731348323
90238,118885.38824450331
90239,46012.78880620117
90240,91292.26945358422
90241,89280.1064111455
90242,47983.29511824835
90243,47183.40738020305
90244,49329.299913355564
90245,52837.92488697415
90246,50081.56268817979
90247,138920.9739659368
90248,45688.739659189865
90249,116117.75039161538
90250,150152.82251576503
90251,104869.52212676477
90252,119562.28835086816
90253,112006.89835699092
90254,125428.30174678339
90255,120238.08613666517
90256,54297.00541084103
90257,125206.2853115806
90258,55012.3209139707
90259,102875.35371163447
90260,121684.13982371092
90261,122324.8279924269
90262,124220.2494491376
90263,111893.68756568435
90264,124406.07367808017
90265,129783.6545786483
90266,93130.29153259036
90267,129142.37724438803
90268,113954.37118227888
90269,124733.70927604205
90270,152234.5435412854
90271,152078.91064539488
90272,140279.7291049105
90273,127266.06308157148
90274,45078.606098342025
90275,94662.37133254326
90276,50701.341311942204
90277,98617.40338718251
90278,120759.2755105312
90279,126483.43056224051
90280,47230.05386208365
90281,93363.80559172084
90282,133087.10323766427
90283,46148.02001621518
90284,102771.6134164821
90285,49223.441690570355
90286,119525.44195142707
90287,96324.0537186693
90288,47979.518554056514
90289,46419.6310807399
90290,132051.02611709878
90291,50768.32110799861
90292,55068.80649336446
90293,62907.08650017897
90294,99174.53117147862
90295,50362.71508720448
90296,47343.36296948456
90297,135729.9539216248
90298,50606.98943855614
90299,121195.59348966839
90300,53985.763166476536
90301,43821.56429046228
90302,107054.71026310544
90303,114938.67737273301
90304,105370.71795160457
90305,45263.37903211943
90306,128319.54459118196
90307,113152.7767772857
90308,143339.80054776874
90309,55693.01759758277
90310,61144.11872710961
90311,128140.21407908636
90312,114636.00934311123
90313,99770.41523944684
90314,116408.88138962555
90315,147493.82743418452
90316,109739.22402183701
90317,113203.00581695439
90318,138194.98632370686
90319,131461.41246204663
90320,123420.52802688259
90321,53724.41589620815
90322,119525.44195142707
90323,99196.66353367225
90324,96444.94044145569
90325,48219.083065947845
90326,58608.204912897054
90327,50517.59724891522
90328,53569.694218818346
90329,135340.26019987863
90330,131688.37921075075
90331,113740.74588816988
90332,110320.83872876872
90333,49631.90552997139
90334,51539.96156868746
90335,94251.50090816805
90336,48918.48279372157
90337,116738.00192936872
90338,49588.70598432406
90339,112646.8023934717
90340,54100.76635232445
90341,153573.9806768449
90342,116051.52796176865
90343,52233.83849189051
90344,116442.59110585133
90345,117779.36169887995
90346,123841.08983156888
90347,122759.1636308276
90348,47406.512388855226
90349,148903.1962397452
90350,126236.48334053758
90351,92506.92748214744
90352,106044.1908511307
90353,153356.82819079832
90354,62290.70036573783
90355,120016.8836014722
90356,47871.85065553329
90357,90846.87001111769
90358,57571.303714728565
90359,51787.54310724257
90360,146052.85757310016
90361,95306.81120200672
90362,50200.61771813432
90363,105258.16502317724
90364,129697.27938577191
90365,47506.915829589794
90366,117407.45101018454
90367,131445.8039045369
90368,105864.98558389895
90369,124918.36258543012
90370,88888.52503438751
90371,133498.1401180845
90372,153469.86713908918
90373,112304.75118163694
90374,120019.53508841545
90375,112483.23308284843
90376,108908.79975474926
90377,48232.960886884866
90378,48649.72743666797
90379,95797.01485350924
90380,110790.62625825361
90381,127484.32211063658
90382,130164.51913170618
90383,144223.25119864824
90384,120955.41160879447
90385,140334.20244840067
90386,116236.74893348641
90387,128639.55942090169
90388,134302.835716529
90389,135752.07905304377
90390,50217.26866131518
90391,52557.3943544433
90392,101348.08821549402
90393,98750.76611463969
90394,121173.29411292258
90395,133356.3422188059
90396,44100.66380587537
90397,118625.85907402275
90398,153390.27821574663
90399,47055.38018953137
90400,137131.47159204583
90401,114407.46290573548
90402,136599.15839049642
90403,110562.21961437684
90404,94145.65925486798
90405,130604.34449418797
90406,174890.35062001445
90407,123308.27325810333
90408,138542.6532383758
90409,115939.17434622804
90410,52137.94362313582
90411,133464.95916797887
90412,156990.74380667967
90413,105459.21649122867
90414,111971.43980639143
90415,118936.2481840187
90416,51699.491267254074
90417,107608.4424087035
90418,48512.36831908636
90419,127991.85251582258
90420,114829.46084158646
90421,112523.29235542563
90422,50157.65871948803
90423,124581.21423120066
90424,129543.23395578792
90425,124582.18460790637
90426,122130.16708271341
90427,109385.04599438288
90428,47084.99743960198
90429,52652.03416612914
90430,128396.34035965368
90431,121905.70882455766
90432,103509.28362032917
90433,119493.12986492485
90434,136804.51077749173
90435,125462.10273331356
90436,47235.18093655164
90437,99372.3029638619
90438,47411.70970177089
90439,98364.1530900738
90440,96380.27722498389
90441,50149.678730259875
90442,51680.2554102206
90443,153190.9161061049
90444,152090.20240616446
90445,46451.559692513154
90446,54146.78204709231
90447,88569.97195941725
90448,111988.1440659778
90449,162580.21642838337
90450,115632.71807642105
90451,47506.915829589794
90452,162158.05892418322
90453,47928.88637429889
90454,145509.50528373994
90455,99586.18930787043
90456,49539.88081113852
90457,121154.53127632278
90458,94115.04062552704
90459,103018.74807729124
90460,62936.40217043849
90461,47266.21883534176
90462,60489.524115026354
90463,113434.47798460608
90464,115981.80907019791
90465,124287.41445032072
90466,145130.46574425173
90467,139207.62377701153
90468,52292.82359161796
90469,110825.78009814337
90470,101505.09740774053
90471,94849.75276981691
90472,96683.3657352774
90473,50429.41252552828
90474,96753.07623051056
90475,47506.915829589794
90476,50725.25952073538
90477,51305.09787303628
90478,133776.59818723897
90479,51653.37892153571
90480,140316.929494716
90481,124061.16812704969
90482,95260.760966208
90483,64455.670311367845
90484,127096.62233711756
90485,126176.3330215709
90486,141835.19229292666
90487,50157.22534483695
90488,120960.50531478872
90489,122351.47033209921
90490,117031.89497174042
90491,101045.31529489926
90492,48926.03311302548
90493,102906.9254956429
90494,126111.26713712672
90495,57537.25537437185
90496,51104.230514481584
90497,107788.3909329647
90498,56112.3180418725
90499,102100.3305045474
90500,53476.81194894319
90501,92457.75324818272
90502,109437.61173827382
90503,58781.91196939429
90504,47178.28463780987
90505,142446.9693112605
90506,151077.53874179925
90507,107203.1960857702
90508,139837.71989688266
90509,51823.13198652131
90510,143916.55697235576
90511,120848.32117370173
90512,51609.38963303285
90513,97024.18317657804
90514,48614.19467292534
90515,129043.41400300813
90516,116105.57929789208
90517,46687.84788865099
90518,49103.95461478603
90519,98726.63898907678
90520,79588.89847587467
90521,48447.394193767504
90522,99682.85867913217
90523,108470.36008375825
90524,91788.6799182985
90525,134339.313066913
90526,48828.467629841434
90527,93833.4587494632
90528,119086.19358852386
90529,110273.66722267756
90530,49244.775531644955
90531,99313.09150666848
90532,142929.4798601322
90533,151316.91648121906
90534,122187.24008730048
90535,44249.53266369779
90536,142797.77039758512
90537,51915.66116417132
90538,61091.66197985306
90539,53114.185817930374
90540,116261.58707834507
90541,107844.07018185608
90542,106701.4988168588
90543,109968.56540140531
90544,162709.6370209136
90545,48065.6703855077
90546,49687.66773072911
90547,157870.00686593435
90548,82640.58062828543
90549,117247.33839867826
90550,146411.3983514031
90551,135754.31120011414
90552,125694.3740951027
90553,124947.52850196662
90554,146611.02144594237
90555,96838.04035085974
90556,46081.085891090195
90557,107835.76709209415
90558,110059.82557058214
90559,52909.25320274186
90560,119760.49427662828
90561,45035.036712989844
90562,120018.3054417634
90563,143309.13465407575
90564,95104.55897387602
90565,105754.48132446497
90566,56862.29275811447
90567,118955.34135237188
90568,116124.9261822825
90569,136605.29324447215
90570,108324.82269148823
90571,143636.7727242035
90572,121080.85926380241
90573,108658.93580967463
90574,119172.96338708856
90575,120476.42189283298
90576,51084.35910696807
90577,49017.506048563
90578,118088.11900280725
90579,47290.95988786034
90580,100798.50283865414
90581,133960.54475053845
90582,122310.78562126975
90583,94840.87707376323
90584,124845.52758468689
90585,117731.08418559365
90586,101542.50284672862
90587,51095.357488636866
90588,52455.68125052646
90589,129505.34108871143
90590,46784.817183732404
90591,94840.87707376323
90592,131546.7641014074
90593,122226.54252577144
90594,114740.45574845812
90595,126520.10376530919
90596,106292.22139568046
90597,127586.12918335901
90598,142967.56268450012
90599,76827.22049332983
90600,112867.12870558207
90601,120116.36315792672
90602,116113.46420675854
90603,101373.75203753219
90604,49446.04936086472
90605,108367.07292332541
90606,118551.22457984061
90607,52526.274358196235
90608,135256.6843451478
90609,119248.11762479144
90610,86974.24409687726
90611,114728.86231465811
90612,97565.0759269342
90613,108548.05297992543
90614,44847.65804716367
90615,160303.28340102275
90616,158207.01979855596
90617,116542.23602611084
90618,111988.1440659778
90619,93553.73498172902
90620,156752.9160607558
90621,44386.90551385417
90622,126888.73908504262
90623,104927.0258697161
90624,53938.462574718724
90625,87799.57469719069
90626,50779.30419365734
90627,111036.17276295487
90628,123235.501270863
90629,49565.4701918833
90630,48103.35860634864
90631,118088.60330955304
90632,47753.97904876552
90633,102427.65249160618
90634,100658.91621633121
90635,113846.4044250389
90636,88157.7471025339
90637,50480.7337942237
90638,139549.6798266084
90639,154634.74190222446
90640,51812.242140819966
90641,130413.94475754717
90642,90972.50790600022
90643,140744.71897589526
90644,51274.77371196993
90645,96462.15155363893
90646,60567.944996002974
90647,50659.32681131617
90648,95755.8085473884
90649,53533.02298206032
90650,119270.16183284906
90651,97731.38491086336
90652,114912.79139495993
90653,149877.93745802453
90654,156569.6271117015
90655,139909.33081374786
90656,140931.9414332105
90657,56076.34737361538
90658,48557.860040812695
90659,118962.38311887873
90660,50515.10992466849
90661,137566.9951069808
90662,50592.7173540082
90663,108235.91584994031
90664,97611.37237463672
90665,143731.08630816807
